Weighted amount,Deal Description,"Cumulative time in ""BANT Deal. Pain ID'ed (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Opportunity (Sales Pipeline)"" (HH:mm:ss)",Days to close,Deal Score,Close Date,Deal source attribution 2,"Cumulative time in ""In Trial - Trial in Progress (Sales Pipeline)"" (HH:mm:ss)",Contract Start Date,"Cumulative time in ""Partner Referrals  (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Closed Lost (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Deep Dive. PSP Drafted (Sales Pipeline)"" (HH:mm:ss)",Pipeline,Record ID,Forecast category,Original Traffic Source,Associated Company,Deal owner,Annual contract value,Is Closed (numeric),Amount in company currency,Annual recurring revenue,Monthly recurring revenue,Deal probability,Associated Company (Primary),Is Closed Won,Forecast probability,Contract End Date,Last Activity Date,Contract Term (Months),Trial Start date,Is closed lost,Weighted amount in company currency,Is Deal Closed?,Trial End Date,Deal Name,Amount,"Cumulative time in ""Closed Trial (Sales Pipeline)"" (HH:mm:ss)",Forecast amount,"Cumulative time in ""Negotiation (Sales Pipeline)"" (HH:mm:ss)",Is Open (numeric),"Cumulative time in ""Renewals  (Sales Pipeline)"" (HH:mm:ss)",Create Date,"Cumulative time in ""Contract Sent (Sales Pipeline)"" (HH:mm:ss)",Total contract value,Last Modified Date,"Cumulative time in ""Closed Won (Sales Pipeline)"" (HH:mm:ss)",Deal Stage,Deal Type
0,"Ammon  said they want to implement SymTrain, but c...",,,128,,12/20/2022 11:11,SymTrain EE name,,,,,,Sales Pipeline,9817302620,Not forecasted,Offline Sources,Associated_f0cfaded,Deal_bb6f872e,,1,15000,,,0,Associated_f0cfaded,FALSE,,,,,,TRUE,0,TRUE,,Deal_fefe2fe4,15000,,15000,,0,,8/14/2022 7:46,,,1/12/2024 17:56,,Closed Lost,New
59000,Renewal of new term on 12/31/2021,,,128,,12/20/2022 11:12,SymTrain EE name,,1/1/2022,,,,Sales Pipeline,9816958791,Closed won,Offline Sources,Associated_7059f1f6,Deal_96aa4419,,1,59000,,,1,Associated_7059f1f6,TRUE,,12/31/2022,,12,,FALSE,59000,TRUE,,Deal_2d2dcb96,59000,,59000,,0,,8/14/2022 7:46,,,1/29/2025 14:43,,Closed Won,Renewal
,,,,128,,12/20/2022 11:12,SymTrain EE name,,,,,,Sales Pipeline,9816996390,Not forecasted,Offline Sources,Associated_314de02c,Deal_96aa4419,,1,,,,0,Associated_314de02c,FALSE,,,,,,TRUE,,TRUE,,Deal_60a24f9a,,,,,0,,8/14/2022 7:46,,,10/30/2024 10:51,,Closed Lost,New
72200,New opportunity to extend the current term to 12/3...,,,128,,12/20/2022 11:12,SymTrain EE name,,9/1/2021,,,,Sales Pipeline,9816968255,Closed won,Offline Sources,Associated_4019582e,Deal_96aa4419,,1,72200,,,1,Associated_4019582e,TRUE,,12/31/2021,,4,,FALSE,72200,TRUE,,Deal_882f2ccb,72200,,72200,,0,,8/14/2022 7:46,,,2/20/2025 11:21,,Closed Won,New
0,,,,128,,12/20/2022 11:12,SymTrain EE name,,,,,,Sales Pipeline,9817339732,Not forecasted,Offline Sources,Associated_429c43b8,Deal_96aa4419,,1,25000,,,0,Associated_429c43b8,FALSE,,,,,,TRUE,0,TRUE,,Deal_896e78c1,25000,,25000,,0,,8/14/2022 7:46,,,12/3/2024 10:40,,Closed Lost,New
108000,Allstate renewal and expansion for Personal Sales ...,,,128,,12/20/2022 11:13,SymTrain EE name,,4/1/2020,,,,Sales Pipeline,9816996389,Closed won,Offline Sources,Associated_141fa164,Deal_96aa4419,,1,108000,,,1,Associated_141fa164,TRUE,,4/30/2021,,13,,FALSE,108000,TRUE,,Deal_903084e8,108000,,108000,,0,,8/14/2022 7:46,,,2/11/2025 4:38,,Closed Won,Renewal
0,,,,128,,12/20/2022 11:13,SymTrain EE name,,,,,,Sales Pipeline,9817339731,Not forecasted,Offline Sources,Associated_505749f5,Deal_bb6f872e,,1,24000,,,0,Associated_505749f5,FALSE,,,,,,TRUE,0,TRUE,,Deal_c740de3a,24000,,24000,,0,,8/14/2022 7:46,,,11/5/2024 9:31,,Closed Lost,New
6000,3.5 month Evaluation,,,128,,12/20/2022 11:13,SymTrain EE name,,12/13/2021,,,,Sales Pipeline,9816996388,Closed won,Offline Sources,Associated_ef481971,Deal_96aa4419,,1,6000,,,1,Associated_ef481971,TRUE,,3/31/2022,,4.5,,FALSE,6000,TRUE,,Deal_8efe5c24,6000,,6000,,0,,8/14/2022 7:46,,,9/12/2024 18:30,,Closed Won,New
0,First MI went well.  Struggle to schedule follow-u...,,,128,,12/20/2022 11:14,SymTrain EE name,,,,,,Sales Pipeline,9816946084,Not forecasted,Offline Sources,Associated_95fba57c,Deal_96aa4419,,1,55000,,,0,Associated_95fba57c,FALSE,,,,,,TRUE,0,TRUE,,Deal_c8a87f3a,55000,,55000,,0,,8/14/2022 7:46,,,11/11/2024 12:51,,Closed Lost,New
0,,,,128,,12/20/2022 11:15,SymTrain EE name,,,,,,Sales Pipeline,9817334090,Not forecasted,Offline Sources,Associated_c6de7a90,Deal_72497bc0,,1,25000,,,0,Associated_c6de7a90,FALSE,,,,,,TRUE,0,TRUE,,Deal_fb3a2747,25000,,25000,,0,,8/14/2022 7:46,,,1/31/2025 8:47,,Closed Lost,Growth
0,Conversion from Quick Start to Enterprise,,,158,,1/19/2023 11:15,SymTrain EE name,,12/1/2022,,,,Sales Pipeline,9816946082,Not forecasted,Offline Sources,Associated_98fb0ace,Deal_96aa4419,,1,100000,,,0,Associated_98fb0ace,FALSE,,11/30/2023,,12,,TRUE,0,TRUE,,Deal_9156697c,100000,,100000,,0,,8/14/2022 7:46,,,9/18/2024 18:48,,Closed Lost,Renewal
,,,,128,,12/20/2022 11:15,Referral Partner,,,,,,Sales Pipeline,9817292308,Not forecasted,Offline Sources,Associated_e016bb61,Deal_96aa4419,,1,,,,0,Associated_e016bb61,FALSE,,,,,,TRUE,,TRUE,,Deal_a7987ded,,,,,0,,8/14/2022 7:46,,,2/11/2025 6:26,,Closed Lost,New
0,New evaluation project,,,128,,12/20/2022 11:15,Referral Partner,,1/1/2022,,,,Sales Pipeline,9816968254,Closed won,Offline Sources,Associated_995eff83,Deal_bb6f872e,,1,0,,,1,Associated_995eff83,TRUE,,12/31/2022,,12,,FALSE,0,TRUE,,Deal_eb7b433a,0,,0,,0,,8/14/2022 7:46,,,2/13/2025 13:19,,Closed Won,New
0,AmexGBT just acquired Hogg Robinson Group (HRG) an...,,,128,,12/20/2022 11:16,SymTrain EE name,,,,,,Sales Pipeline,9817334089,Not forecasted,Offline Sources,Associated_b993f20c,Deal_96aa4419,,1,25000,,,0,Associated_b993f20c,FALSE,,,,,,TRUE,0,TRUE,,Deal_b05adb96,25000,,25000,,0,,8/14/2022 7:46,,,1/21/2025 17:04,,Closed Lost,New
0,Project Delivery through FRONTLINE & Staccato Simu...,,,414,,10/2/2023 8:38,SymTrain EE name,,,,,,Sales Pipeline,9817297177,Not forecasted,Offline Sources,Associated_b74e69c4,Deal_bb6f872e,,1,0,,,0,Associated_b74e69c4,FALSE,,,,,,TRUE,0,TRUE,,Deal_c3e0afa5,0,,0,,0,,8/14/2022 7:46,,,1/31/2025 8:47,6853:15:35,Closed Lost,New
0,,,,128,,12/20/2022 11:16,SymTrain EE name,,,,,,Sales Pipeline,9816991509,Not forecasted,Offline Sources,Associated_8182a3fc,Deal_f4107d94,,1,25000,,,0,Associated_8182a3fc,FALSE,,,,,,TRUE,0,TRUE,,Deal_6f8742a9,25000,,25000,,0,,8/14/2022 7:46,,,12/16/2024 14:09,,Closed Lost,New
200,Month to Month Usage,,,128,,12/20/2022 11:16,SymTrain EE name,,2/1/2022,,,,Sales Pipeline,9816996387,Closed won,Offline Sources,Associated_8995f2a9,Deal_bb6f872e,,1,200,,,1,Associated_8995f2a9,TRUE,,,,1,,FALSE,200,TRUE,,Deal_445a58b0,200,,200,,0,,8/14/2022 7:46,,,9/12/2024 18:30,,Closed Won,New
0,,,,128,,12/20/2022 11:26,SymTrain EE name,,1/1/2022,,,,Sales Pipeline,9816972350,Not forecasted,Offline Sources,Associated_abf7e3a1,Deal_96aa4419,,1,100000,,,0,Associated_abf7e3a1,FALSE,,12/31/2022,,12,,TRUE,0,TRUE,,Deal_44367cb4,100000,,100000,,0,,8/14/2022 7:46,,,1/31/2025 8:47,,Closed Lost,Renewal
0,Extension to complete the Evaluation activities,,,128,,12/20/2022 11:17,SymTrain EE name,,12/1/2021,,,,Sales Pipeline,9817324817,Closed won,Offline Sources,Associated_f62b3a08,Deal_96aa4419,,1,0,,,1,Associated_f62b3a08,TRUE,,12/31/2021,11/16/2023 10:43,1,,FALSE,0,TRUE,,Deal_627ae4c2,0,,0,,0,,8/14/2022 7:46,,,1/14/2025 17:11,,Closed Won,New
25000,Staccato Simulator Rolled Out in December 2017.  A...,,,128,,12/20/2022 11:17,SymTrain EE name,,,,,,Sales Pipeline,9816972349,Closed won,Offline Sources,Associated_55ec95d2,Deal_bb6f872e,,1,25000,,,1,Associated_55ec95d2,TRUE,,,,,,FALSE,25000,TRUE,,Deal_7414b92e,25000,,25000,,0,,8/14/2022 7:46,,,2/11/2025 6:32,,Closed Won,New
0,Harris Rainbow invited HR to review SymTrain and i...,,,128,,12/20/2022 11:17,SymTrain EE name,,8/1/2020,,,,Sales Pipeline,9817306704,Closed won,Offline Sources,Associated_7059f1f6,Deal_bb6f872e,,1,0,,,1,Associated_7059f1f6,TRUE,,9/30/2020,,2,,FALSE,0,TRUE,,Deal_fa57845c,0,,0,,0,,8/14/2022 7:46,,,1/29/2025 14:43,,Closed Won,New
0,SalonScripts Evaluation,,,128,,12/20/2022 11:17,SymTrain EE name,,2/22/2022,,,,Sales Pipeline,9817329967,Closed won,,,Deal_bb6f872e,,1,0,,,1,,TRUE,,7/31/2022,,5.3,,FALSE,0,TRUE,,Deal_e76932f4,0,,0,,0,,8/14/2022 7:46,,,9/3/2024 19:35,,Closed Won,New
30000,Enterprise Program Opportunity,,,128,,12/20/2022 11:18,SymTrain EE name,,3/15/2022,,,,Sales Pipeline,9816972348,Closed won,,,Deal_bb6f872e,,1,30000,,,1,,TRUE,,3/31/2023,,12,,FALSE,30000,TRUE,,Deal_019b5085,30000,,30000,,0,,8/14/2022 7:46,,,9/3/2024 19:33,,Closed Won,New
0,,,,128,,12/20/2022 11:18,Other,,,,,,Sales Pipeline,9817297174,Not forecasted,Offline Sources,Associated_5a05e351,Deal_72497bc0,,1,25000,,,0,Associated_5a05e351,FALSE,,,,,,TRUE,0,TRUE,,Deal_18535f38,25000,,25000,,0,,8/14/2022 7:46,,,1/14/2025 16:41,,Closed Lost,New
0,Did MI and Demo for 7 Quality Partners and they ar...,,,128,,12/20/2022 11:18,PAM,,,,,,Sales Pipeline,9816968251,Not forecasted,Offline Sources,Associated_3e31ca96,Deal_bb6f872e,,1,24000,,,0,Associated_3e31ca96,FALSE,,,,,,TRUE,0,TRUE,,Deal_51d5b2b3,24000,,24000,,0,,8/14/2022 7:46,,,1/10/2025 11:13,,Closed Lost,New
0,,,,128,,12/20/2022 11:18,Other,,,,,,Sales Pipeline,9817297173,Not forecasted,Offline Sources,Associated_0077f065,Deal_72497bc0,,1,25000,,,0,Associated_0077f065,FALSE,,,,,,TRUE,0,TRUE,,Deal_2add36d5,25000,,25000,,0,,8/14/2022 7:46,,,2/11/2025 7:01,,Closed Lost,New
3210,Initiates Phase II project through 12/31/20,,,128,,12/20/2022 11:18,SymTrain EE name,,10/1/2020,,,,Sales Pipeline,9816940667,Closed won,Offline Sources,Associated_7059f1f6,Deal_96aa4419,,1,3210,,,1,Associated_7059f1f6,TRUE,,12/31/2020,,3,,FALSE,3210,TRUE,,Deal_7ee91112,3210,,3210,,0,,8/14/2022 7:46,,,1/29/2025 14:43,,Closed Won,New
0,,,,128,,12/20/2022 11:19,SymTrain EE name,,,,,,Sales Pipeline,9816981926,Not forecasted,Offline Sources,Associated_f30a92dc,Deal_bb6f872e,,1,25000,,,0,Associated_f30a92dc,FALSE,,,,,,TRUE,0,TRUE,,Deal_74c32246,25000,,25000,,0,,8/14/2022 7:46,,,9/18/2024 18:48,,Closed Lost,New
0,Microsale Consideration,,,128,,12/20/2022 11:19,SymTrain EE name,,,,,,Sales Pipeline,9816996384,Not forecasted,Offline Sources,Associated_af2ae384,Deal_f4107d94,,1,5000,,,0,Associated_af2ae384,FALSE,,,,,,TRUE,0,TRUE,,Deal_3835a663,5000,,5000,,0,,8/14/2022 7:46,,,1/12/2024 17:56,,Closed Lost,New
,Opportunity with Mike Addison and Mark Schmitt.  P...,,,128,,12/20/2022 11:19,Customer Referral - Other,,,,,,Sales Pipeline,9817320087,Not forecasted,Direct Traffic,Associated_4e22c870,Deal_bb6f872e,,1,,,,0,Associated_4e22c870,FALSE,,,,,,TRUE,,TRUE,,Deal_4545000b,,,,,0,,8/14/2022 7:46,,,2/20/2025 13:20,,Closed Lost,Growth
0,,,,128,,12/20/2022 11:19,SymTrain EE name,,,,,,Sales Pipeline,9816996383,Not forecasted,,,Deal_21a10d2d,,1,40000,,,0,,FALSE,,,,,,TRUE,0,TRUE,,Deal_340d695a,40000,,40000,,0,,8/14/2022 7:46,,,1/12/2024 17:56,,Closed Lost,New
0,,,,128,,12/20/2022 11:20,Other,,,,,,Sales Pipeline,9816996381,Not forecasted,Offline Sources,Associated_5a05e351,Deal_72497bc0,,1,25000,,,0,Associated_5a05e351,FALSE,,,,,,TRUE,0,TRUE,,Deal_af1766bd,25000,,25000,,0,,8/14/2022 7:46,,,1/14/2025 16:41,,Closed Lost,New
0,Courtney shared that 2-3 projects on new systems a...,,,128,,12/20/2022 11:20,SymTrain EE name,,,,,,Sales Pipeline,9817302616,Not forecasted,Offline Sources,Associated_17374d83,Deal_72497bc0,,1,25000,,,0,Associated_17374d83,FALSE,,,,,,TRUE,0,TRUE,,Deal_b105af2b,25000,,25000,,0,,8/14/2022 7:46,,,1/12/2024 17:56,,Closed Lost,New
34200,Renewal of Citi Retail Services licenses for 6 mon...,,,128,,12/20/2022 11:20,SymTrain EE name,,7/22/2021,,,,Sales Pipeline,9817306701,Closed won,Offline Sources,Associated_4019582e,Deal_96aa4419,,1,34200,,,1,Associated_4019582e,TRUE,,1/15/2022,,6,,FALSE,34200,TRUE,,Deal_d5fde5fd,34200,,34200,,0,,8/14/2022 7:46,,,2/20/2025 11:21,,Closed Won,Renewal
0,Hollie has taken the lead as a potential by-pass o...,,,128,,12/20/2022 11:20,Event,,,,,,Sales Pipeline,9817311105,Not forecasted,Offline Sources,Associated_4aab5c2f,Deal_72497bc0,,1,25000,,,0,Associated_4aab5c2f,FALSE,,,,,,TRUE,0,TRUE,,Deal_457257fa,25000,,25000,,0,,8/14/2022 7:46,,,1/29/2025 15:56,,Closed Lost,New
25000,Operations Training Program - Opportunity to Build...,,,128,,12/20/2022 11:20,SymTrain EE name,,,,,,Sales Pipeline,9816953952,Closed won,Offline Sources,Associated_d9595de8,Deal_f4107d94,,1,25000,,,1,Associated_d9595de8,TRUE,,,,,,FALSE,25000,TRUE,,Deal_7fef22ab,25000,,25000,,0,,8/14/2022 7:46,,,9/3/2024 19:33,,Closed Won,New
59850,New opportunity for additional 700,,,128,,12/20/2022 11:21,SymTrain EE name,,4/1/2021,,,,Sales Pipeline,9817320086,Closed won,Offline Sources,Associated_4019582e,Deal_96aa4419,,1,59850,,,1,Associated_4019582e,TRUE,,12/31/2021,,9,,FALSE,59850,TRUE,,Deal_da558045,59850,,59850,,0,,8/14/2022 7:46,,,2/20/2025 11:21,,Closed Won,New
0,Evaluation using 6 Syms for Sales organization,,,128,,12/20/2022 11:21,SymTrain EE name,,12/1/2021,,,,Sales Pipeline,9816991505,Closed won,Offline Sources,Associated_2fe60e04,Deal_bb6f872e,,1,0,,,1,Associated_2fe60e04,TRUE,,2/28/2022,7/10/2024 9:46,3,,FALSE,0,TRUE,,Deal_bad20e8f,0,,0,,0,,8/14/2022 7:46,,,1/3/2025 13:59,,Closed Won,New
59000,Renewal of new term on 7/1/2021 including 200 PS h...,,,128,,12/20/2022 11:21,SymTrain EE name,,7/1/2021,,,,Sales Pipeline,9816996380,Closed won,Offline Sources,Associated_abf7e3a1,Deal_96aa4419,,1,59000,,,1,Associated_abf7e3a1,TRUE,,12/31/2021,,6,,FALSE,59000,TRUE,,Deal_9c968e84,59000,,59000,,0,,8/14/2022 7:46,,,1/31/2025 8:47,,Closed Won,Renewal
0,,,,128,,12/20/2022 11:21,SymTrain EE name,,,,,,Sales Pipeline,9816953951,Not forecasted,Offline Sources,Associated_e9ec1ccd,Deal_bb6f872e,,1,24000,,,0,Associated_e9ec1ccd,FALSE,,,,,,TRUE,0,TRUE,,Deal_5ac68e62,24000,,24000,,0,,8/14/2022 7:46,,,9/18/2024 18:48,,Closed Lost,New
0,Client Exp. Support/ Service but also Sales. Conta...,,,128,,12/20/2022 11:22,Other,,,,,,Sales Pipeline,9816996379,Not forecasted,Offline Sources,Associated_225aa2ec,Deal_96aa4419,,1,30000,,,0,Associated_225aa2ec,FALSE,,,,,,TRUE,0,TRUE,,Deal_f1ef2771,30000,,30000,,0,,8/14/2022 7:46,,,2/13/2025 14:01,,Closed Lost,New
35000,Baptist Health is revamping the contact center and...,,,128,,12/20/2022 11:22,SymTrain EE name,,4/10/2020,,,,Sales Pipeline,9817320084,Closed won,Offline Sources,Associated_a1b44e4f,Deal_72497bc0,,1,35000,,,1,Associated_a1b44e4f,TRUE,,4/9/2021,,12,,FALSE,35000,TRUE,,Deal_067dac77,35000,,35000,,0,,8/14/2022 7:46,,,2/5/2025 13:57,,Closed Won,New
0,Mark had MI briefing discussion with Ted Tango.,,,128,,12/20/2022 11:22,SymTrain EE name,,,,,,Sales Pipeline,9816968250,Not forecasted,Offline Sources,Associated_72a78aab,Deal_bb6f872e,,1,24000,,,0,Associated_72a78aab,FALSE,,,,,,TRUE,0,TRUE,,Deal_58b4d82d,24000,,24000,,0,,8/14/2022 7:46,,,11/5/2024 9:31,,Closed Lost,New
225000,FRONTLINE Platform leverages SymTrain through the ...,,,128,,12/20/2022 11:22,SymTrain EE name,,,,,,Sales Pipeline,9817320083,Closed won,Offline Sources,Associated_55ec95d2,Deal_bb6f872e,,1,225000,,,1,Associated_55ec95d2,TRUE,,,,,,FALSE,225000,TRUE,,Deal_5386f2c9,225000,,225000,,0,,8/14/2022 7:46,,,2/11/2025 6:32,,Closed Won,Renewal
0,New Customer - Enterprise Program,,,336,,7/16/2023 21:47,SymTrain EE name,3943:36:00,12/1/2022,,,,Sales Pipeline,9816996377,Not forecasted,Offline Sources,Associated_304ee280,Deal_96aa4419,,1,150000,,,0,Associated_304ee280,FALSE,,11/30/2023,2/2/2023 13:05,12,,TRUE,0,TRUE,,Deal_960aecd1,150000,,150000,1084:52:55,0,,8/14/2022 7:46,,,11/5/2024 9:31,,Closed Lost,New
86500,Term renewal,,,128,,12/20/2022 11:23,SymTrain EE name,,5/1/2021,,,,Sales Pipeline,9816981925,Closed won,Offline Sources,Associated_141fa164,Deal_96aa4419,,1,86500,,,1,Associated_141fa164,TRUE,,4/30/2022,,12,,FALSE,86500,TRUE,,Deal_3dd34787,86500,,86500,,0,,8/14/2022 7:46,,,2/11/2025 4:38,,Closed Won,Renewal
0,Target Dec 10th Training Class (Sales & Service) -...,,,128,,12/20/2022 11:26,SymTrain EE name,,,,,,Sales Pipeline,9816958786,Not forecasted,Offline Sources,Associated_19d0e31a,Deal_96aa4419,,1,0,,,0,Associated_19d0e31a,FALSE,,,,,,TRUE,0,TRUE,,Deal_09c8227a,0,,0,,0,,8/14/2022 7:46,,,2/7/2025 12:27,,Closed Lost,New
0,Evaluation Program,,,128,,12/20/2022 11:27,SymTrain EE name,,8/1/2021,,,,Sales Pipeline,9816953950,Closed won,Offline Sources,Associated_f62b3a08,Deal_96aa4419,,1,0,,,1,Associated_f62b3a08,TRUE,,11/30/2021,11/16/2023 10:43,4,,FALSE,0,TRUE,,Deal_67851475,0,,0,,0,,8/14/2022 7:46,,,1/14/2025 17:11,,Closed Won,New
,,,,128,,12/20/2022 11:42,SymTrain EE name,,,,,,Sales Pipeline,9816991503,Not forecasted,Offline Sources,,Deal_bb6f872e,,1,,,,0,,FALSE,,,,,,TRUE,,TRUE,,Deal_c36abbdd,,,,,0,,8/14/2022 7:46,,,1/12/2024 17:56,,Closed Lost,New
15600,Conversion from Evaluation to Enterprise,,,128,,12/20/2022 11:27,SymTrain EE name,,4/1/2022,,,,Sales Pipeline,9816981924,Closed won,Offline Sources,Associated_ef481971,Deal_bb6f872e,,1,15600,,,1,Associated_ef481971,TRUE,,4/30/2023,,13,,FALSE,15600,TRUE,,Deal_ed38ef97,15600,,15600,,0,,8/14/2022 7:46,,,9/12/2024 18:30,,Closed Won,Renewal
0,Claims being added to Travelers Pilot - With effec...,,,128,,12/20/2022 11:27,SymTrain EE name,,5/4/2021,,,,Sales Pipeline,9817306700,Not forecasted,Offline Sources,Associated_19d0e31a,Deal_96aa4419,,1,50000,,,0,Associated_19d0e31a,FALSE,,5/3/2022,,12,,TRUE,0,TRUE,,Deal_dabeadf9,50000,,50000,,0,,8/14/2022 7:46,,,2/7/2025 12:27,,Closed Lost,Renewal
0,"Opportunities: reduce attrition, reduce training t...",,,128,,12/20/2022 11:28,SymTrain EE name,,,,,,Sales Pipeline,9816986926,Not forecasted,Offline Sources,Associated_0170cd3d,Deal_f4107d94,,1,25000,,,0,Associated_0170cd3d,FALSE,,,,,,TRUE,0,TRUE,,Deal_4fd48554,25000,,25000,,0,,8/14/2022 7:46,,,2/6/2025 9:04,,Closed Lost,New
0,New Evaluation/Pilot,,,128,,12/20/2022 11:28,SymTrain EE name,,9/12/2022,,,,Sales Pipeline,9816996376,Closed won,Offline Sources,Associated_304ee280,Deal_96aa4419,,1,0,,,1,Associated_304ee280,TRUE,,11/11/2022,,2,,FALSE,0,TRUE,,Deal_40354031,0,,0,,0,,8/14/2022 7:46,,,12/18/2024 13:23,,Closed Won,New
0,Identified Use Cases - Recruiting & Role Play for ...,,,128,,12/20/2022 11:28,Other,,,,,,Sales Pipeline,9816940663,Not forecasted,Offline Sources,Associated_24274a60,Deal_bb6f872e,,1,24000,,,0,Associated_24274a60,FALSE,,,,,,TRUE,0,TRUE,,Deal_734f984b,24000,,24000,,0,,8/14/2022 7:46,,,10/24/2024 3:52,,Closed Lost,New
,,,,128,,12/20/2022 11:28,SymTrain EE name,,,,,,Sales Pipeline,9816991502,Not forecasted,Offline Sources,Associated_72a78aab,Deal_96aa4419,,1,,,,0,Associated_72a78aab,FALSE,,,,,,TRUE,,TRUE,,Deal_543ecd67,,,,,0,,8/14/2022 7:46,,,11/5/2024 9:31,,Closed Lost,New
107500,Renewal of current Schedule for 36 months,,,128,,12/20/2022 11:29,SymTrain EE name,,1/1/2021,,,,Sales Pipeline,9816986925,Closed won,Offline Sources,Associated_55ec95d2,Deal_96aa4419,,1,107500,,,1,Associated_55ec95d2,TRUE,,12/30/2023,,36,,FALSE,107500,TRUE,,Deal_1e4c1ea0,107500,,107500,,0,,8/14/2022 7:46,,,2/11/2025 6:32,,Closed Won,Renewal
59000,Conversion of Enterprise renewal,,,137,,12/29/2022 11:29,SymTrain EE name,,1/1/2023,,,,Sales Pipeline,9816958785,Closed won,Offline Sources,Associated_7059f1f6,Deal_96aa4419,,1,59000,,,1,Associated_7059f1f6,TRUE,,12/31/2023,,12,,FALSE,59000,TRUE,,Deal_a8a24760,59000,,59000,241:53:11,0,,8/14/2022 7:46,0:07:11,,1/29/2025 14:43,1:32:46,Closed Won,Renewal
0,Dan confirmed to close lost.,,,128,,12/20/2022 11:29,Referral Partner,,,,,,Sales Pipeline,9817302613,Not forecasted,Offline Sources,Associated_784513bd,Deal_96aa4419,,1,120000,,,0,Associated_784513bd,FALSE,,,,,,TRUE,0,TRUE,,Deal_19bbc0d9,120000,,120000,,0,,8/14/2022 7:46,,,10/11/2024 15:21,,Closed Lost,New
0,Success Centers: Reps proficient at  Quality Compl...,,,128,,12/20/2022 11:29,SymTrain EE name,,,,,,Sales Pipeline,9817334084,Not forecasted,Offline Sources,Associated_e8b683a8,Deal_96aa4419,,1,30000,,,0,Associated_e8b683a8,FALSE,,,,,,TRUE,0,TRUE,,Deal_a724669a,30000,,30000,,0,,8/14/2022 7:46,,,9/19/2024 18:59,,Closed Lost,New
0,EARLY Exit - Due to the criteria for SymTrain (Fir...,,,128,,12/20/2022 11:29,SymTrain EE name,,,,,,Sales Pipeline,9817334083,Not forecasted,Offline Sources,Associated_b74e69c4,Deal_bb6f872e,,1,2000,,,0,Associated_b74e69c4,FALSE,,,,,,TRUE,0,TRUE,,Deal_20053857,2000,,2000,,0,,8/14/2022 7:46,,,1/31/2025 8:47,,Closed Lost,New
0,MI with head of special projects led to QSO meetin...,,,128,,12/20/2022 11:29,SymTrain EE name,,,,,,Sales Pipeline,9817320081,Not forecasted,Offline Sources,Associated_cb1be947,Deal_bb6f872e,,1,24000,,,0,Associated_cb1be947,FALSE,,,,,,TRUE,0,TRUE,,Deal_656347c4,24000,,24000,,0,,8/14/2022 7:46,,,2/13/2025 15:01,,Closed Lost,New
0,,,,128,,12/20/2022 11:30,Other,,,,,,Sales Pipeline,9817329965,Not forecasted,Offline Sources,Associated_dabb0806,Deal_bb6f872e,,1,24000,,,0,Associated_dabb0806,FALSE,,,,,,TRUE,0,TRUE,,Deal_02305b9b,24000,,24000,,0,,8/14/2022 7:46,,,1/12/2024 17:56,,Closed Lost,New
,Louise did not see WFM as benefitting from SymTrai...,,,0,,12/20/2020 10:26,SymTrain EE name,,,,,,Sales Pipeline,9817334081,Not forecasted,,Associated_b9ef9615,Deal_bb6f872e,,1,,,,0,Associated_b9ef9615,FALSE,,,,,,TRUE,,TRUE,,Deal_bff8d424,,,,,0,,8/14/2022 7:46,,,12/18/2024 16:47,,Closed Lost,New
0,Look forward to discussing feedback from the leade...,,,128,,12/20/2022 11:30,SymTrain EE name,,,,,,Sales Pipeline,9816972344,Not forecasted,Offline Sources,Associated_7a928475,Deal_bb6f872e,,1,24000,,,0,Associated_7a928475,FALSE,,,,,,TRUE,0,TRUE,,Deal_8877c345,24000,,24000,,0,,8/14/2022 7:46,,,1/12/2024 17:56,,Closed Lost,New
0,HR Project to integrate Performance Based Assessme...,,,128,,12/20/2022 11:30,SymTrain EE name,,,,,,Sales Pipeline,9816968249,Not forecasted,Offline Sources,Associated_141fa164,Deal_96aa4419,,1,120000,,,0,Associated_141fa164,FALSE,,,,,,TRUE,0,TRUE,,Deal_61c9948d,120000,,120000,,0,,8/14/2022 7:46,,,2/11/2025 4:38,,Closed Lost,Growth
0,"HALTED SALES ACTIVITY - Typhoon
Focus on assisting...",,,128,,12/20/2022 11:30,Other,,,,,,Sales Pipeline,9817306699,Not forecasted,Offline Sources,Associated_8f7a7217,Deal_bb6f872e,,1,24000,,,0,Associated_8f7a7217,FALSE,,,,,,TRUE,0,TRUE,,Deal_ef17a5a8,24000,,24000,,0,,8/14/2022 7:46,,,12/18/2024 13:25,,Closed Lost,New
0,,,,128,,12/20/2022 11:31,Referral Partner,,,,,,Sales Pipeline,9816981923,Not forecasted,Offline Sources,Associated_f155f3d6,Deal_96aa4419,,1,25000,,,0,Associated_f155f3d6,FALSE,,,,,,TRUE,0,TRUE,,Deal_8230eb94,25000,,25000,,0,,8/14/2022 7:46,,,2/11/2025 6:45,,Closed Lost,New
