Weighted amount,Deal Description,"Cumulative time in ""BANT Deal. Pain ID'ed (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Opportunity (Sales Pipeline)"" (HH:mm:ss)",Days to close,Deal Score,Close Date,Deal source attribution 2,"Cumulative time in ""In Trial - Trial in Progress (Sales Pipeline)"" (HH:mm:ss)",Contract Start Date,"Cumulative time in ""Partner Referrals  (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Closed Lost (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Deep Dive. PSP Drafted (Sales Pipeline)"" (HH:mm:ss)",Pipeline,Record ID,Forecast category,Original Traffic Source,Associated Company,Deal owner,Annual contract value,Is Closed (numeric),Amount in company currency,Annual recurring revenue,Monthly recurring revenue,Deal probability,Associated Company (Primary),Is Closed Won,Forecast probability,Contract End Date,Last Activity Date,Contract Term (Months),Trial Start date,Is closed lost,Weighted amount in company currency,Is Deal Closed?,Trial End Date,Deal Name,Amount,"Cumulative time in ""Closed Trial (Sales Pipeline)"" (HH:mm:ss)",Forecast amount,"Cumulative time in ""Negotiation (Sales Pipeline)"" (HH:mm:ss)",Is Open (numeric),"Cumulative time in ""Renewals  (Sales Pipeline)"" (HH:mm:ss)",Create Date,"Cumulative time in ""Contract Sent (Sales Pipeline)"" (HH:mm:ss)",Total contract value,Last Modified Date,"Cumulative time in ""Closed Won (Sales Pipeline)"" (HH:mm:ss)",Deal Stage,Deal Type
0,,,,0,7,,Referral Partner,,,,,,Sales Pipeline,18151280777,Not forecasted,Offline Sources,Associated_020b1bbc,Deal_3d3dc242,,0,0,,,0.05,Associated_020b1bbc,FALSE,,,4/18/2024 13:42,,,FALSE,0,FALSE,,Deal_0ca66878,0,,0,,1,,3/21/2024 13:03,,,12/9/2024 12:55,,Partner Referrals ,New
30000,,278:11:26,,194,,10/2/2024 12:23,Referral Partner,,,1173:36:08,,,Sales Pipeline,18151201200,Closed won,Offline Sources,Associated_d29e78a9,Deal_3d3dc242,,1,30000,,,1,Associated_d29e78a9,TRUE,,,1/1/2025 9:00,,,FALSE,30000,TRUE,,Deal_6f0d61c8,30000,,30000,1491:39:37,0,,3/21/2024 12:59,1735:57:05,,2/11/2025 10:46,,Closed Won,New
0,,,,0,5,,Referral Partner,,,,,,Sales Pipeline,18150342993,Not forecasted,Offline Sources,Associated_bf108509,Deal_3d3dc242,,0,0,,,0.05,Associated_bf108509,FALSE,,,5/6/2024 10:55,,,FALSE,0,FALSE,,Deal_9cdfe6e0,0,,0,,1,,3/21/2024 12:54,,,1/29/2025 3:54,,Partner Referrals ,New
0,,,,0,15,,Referral Partner,,,,,,Sales Pipeline,18151025724,Not forecasted,Offline Sources,Associated_c513b963,Deal_3d3dc242,,0,0,,,0.05,Associated_c513b963,FALSE,,,,,,FALSE,0,FALSE,,Deal_196040b4,0,,0,,1,,3/21/2024 12:51,,,12/9/2024 12:55,,Partner Referrals ,New
0,,,,0,15,,Referral Partner,,,,,,Sales Pipeline,18150341990,Not forecasted,Offline Sources,Associated_0c8dc9ce,Deal_3d3dc242,,0,0,,,0.05,Associated_0c8dc9ce,FALSE,,,1/15/2025 16:39,,,FALSE,0,FALSE,,Deal_d99d7653,0,,0,,1,,3/21/2024 12:49,,,2/18/2025 10:28,,Partner Referrals ,New
0,Sold Trial to deploy with 2 separate customers.  T...,,,210,,10/18/2024 11:35,PAM,5063:28:08,,,,,Sales Pipeline,18150169965,Not forecasted,Offline Sources,Associated_a41393e8,Deal_bb6f872e,,1,58000,,,0,Associated_a41393e8,FALSE,,5/31/2025,7/2/2024 11:30,,,TRUE,0,TRUE,3/31/2024,Deal_09dda13e,58000,,58000,,0,,3/21/2024 12:06,,,11/21/2024 16:59,,Closed Lost,Growth
0,Craig Tobin Intro,,,0,5,,Referral Partner,,,,,,Sales Pipeline,18110061232,Pipeline,Offline Sources,Associated_660a522d,Deal_3d3dc242,,0,0,,,0.05,Associated_660a522d,FALSE,,,7/26/2024 11:29,,,FALSE,0,FALSE,,Deal_27255f81,0,,0,,1,,3/19/2024 9:56,,,2/13/2025 13:25,,Partner Referrals ,New
1800,"40 for onboarding, and 10 extra seats for ongoing ...",3337:08:23,,139,,8/1/2024 14:12,PLG,,,,4731:40:17,,Sales Pipeline,18051284292,Not forecasted,Organic Search,Associated_96e45f3e,Deal_17defa5f,,0,9000,,,0.2,Associated_96e45f3e,FALSE,,,7/19/2024 15:44,,,FALSE,1800,FALSE,,Deal_1b1a1259,9000,,9000,,1,,3/15/2024 13:03,,,2/14/2025 16:53,,Opportunity,New
0,.,,,0,5,,Referral Partner,,,,,,Sales Pipeline,18034263644,Not forecasted,Offline Sources,Associated_bc76522f,Deal_3d3dc242,,0,0,,,0.05,Associated_bc76522f,FALSE,,,4/22/2024 16:00,,,FALSE,0,FALSE,,Deal_ef3fb132,0,,0,,1,,3/14/2024 13:38,,,2/5/2025 13:47,,Partner Referrals ,New
0,.,,,0,5,,Referral Partner,,,,,,Sales Pipeline,18034263123,Not forecasted,Offline Sources,Associated_39395c58,Deal_3d3dc242,,0,0,,,0.05,Associated_39395c58,FALSE,,,4/22/2024 16:00,,,FALSE,0,FALSE,,Deal_11921afe,0,,0,,1,,3/14/2024 13:34,,,1/24/2025 15:12,,Partner Referrals ,New
0,.,,,0,4,,Referral Partner,,,,,,Sales Pipeline,18034421090,Not forecasted,Offline Sources,Associated_884a370d,Deal_3d3dc242,,0,0,,,0.05,Associated_884a370d,FALSE,,,4/22/2024 16:00,,,FALSE,0,FALSE,,Deal_0067ea14,0,,0,,1,,3/14/2024 13:32,,,1/24/2025 15:12,,Partner Referrals ,New
0,.,,,0,9,,Referral Partner,,,,,,Sales Pipeline,18034261826,Not forecasted,Offline Sources,Associated_5cb40ec4,Deal_3d3dc242,,0,0,,,0.05,Associated_5cb40ec4,FALSE,,,,,,FALSE,0,FALSE,,Deal_d569f732,0,,0,,1,,3/14/2024 13:27,,,1/24/2025 15:12,,Partner Referrals ,New
0,.,,,0,4,,Referral Partner,,,,,,Sales Pipeline,18034258760,Not forecasted,Offline Sources,Associated_d427bd07,Deal_3d3dc242,,0,0,,,0.05,Associated_d427bd07,FALSE,,,4/18/2024 13:39,,,FALSE,0,FALSE,,Deal_c5596225,0,,0,,1,,3/14/2024 13:09,,,12/9/2024 11:54,,Partner Referrals ,New
3000,"Channel, Direct or Referral: C-lect",,,281,5,12/20/2024 14:38,Referral Partner,,,3523:45:54,,,Sales Pipeline,18033986897,Pipeline,Offline Sources,Associated_51341cd5,Deal_dfbebf66,,0,30000,,,0.1,Associated_51341cd5,FALSE,,,1/24/2025 8:14,,,FALSE,3000,FALSE,,Deal_9d0a7841,30000,,30000,,1,,3/14/2024 12:37,,,2/20/2025 13:45,,BANT Deal. Pain ID'ed,New
1000,New Instance for Recruiting Team,,,382,9,3/31/2025 11:36,Other,,,0:00:20,,,Sales Pipeline,19249538705,Pipeline,Offline Sources,Associated_ced7599c,Deal_3cf008ff,,0,10000,,,0.1,Associated_ced7599c,FALSE,,,2/14/2025 9:57,,,FALSE,1000,FALSE,,Deal_8129ca84,10000,,10000,,1,,3/14/2024 11:08,,,2/17/2025 4:00,,BANT Deal. Pain ID'ed,Growth
2400,direct deal with Citizens Insurance,,,382,5,3/31/2025 13:00,Referral Partner,,,0:01:45,,,Sales Pipeline,18033237356,Pipeline,Offline Sources,Associated_fb8bb7fb,Deal_3d3dc242,,0,24000,,,0.1,Associated_fb8bb7fb,FALSE,,,5/21/2024 12:42,,,FALSE,2400,FALSE,,Deal_39905af8,24000,,24000,,1,,3/14/2024 11:06,,,2/5/2025 12:01,,BANT Deal. Pain ID'ed,New
5000,SSO Payment,0:01:15,,56,,5/9/2024 16:45,SymTrain EE name,,,,,,Sales Pipeline,18033099342,Closed won,Offline Sources,Associated_60459aba,Deal_3d3dc242,,1,5000,,,1,Associated_60459aba,TRUE,,,10/17/2024 11:21,,,FALSE,5000,TRUE,,Deal_ace5f12f,5000,,5000,1350:01:31,0,,3/14/2024 10:42,,,12/23/2024 10:25,,Closed Won,PS
0,POC for one of their CS Programs,0:02:24,,298,,1/6/2025 21:52,Event,,,,,,Sales Pipeline,18033106089,Not forecasted,Offline Sources,Associated_e9ec1ccd,Deal_3d3dc242,,1,24000,,,0,Associated_e9ec1ccd,FALSE,,,12/17/2024 15:35,,,TRUE,0,TRUE,,Deal_e9ec1ccd,24000,,24000,,0,,3/14/2024 10:41,7164:08:12,,1/6/2025 21:53,,Closed Lost,New
6000,They are running an extended trial on the content ...,,,0,,3/11/2024 17:47,Event,,,,,,Sales Pipeline,17983738886,Closed won,Offline Sources,Associated_00871505,Deal_bb6f872e,,1,6000,,,1,Associated_00871505,TRUE,,,3/12/2024 13:00,,,FALSE,6000,TRUE,,Deal_61323a75,6000,,6000,,0,,3/11/2024 17:47,,,12/23/2024 12:54,,Closed Won,PS
0,"help out with SCRIPT ADHERENCE. SOUNDING NATURAL, ...",4705:14:32,,196,,9/19/2024 14:58,PAM,,,,,,Sales Pipeline,17905765747,Not forecasted,Offline Sources,Associated_9867b6b9,Deal_17defa5f,,1,20000,,,0,Associated_9867b6b9,FALSE,,,8/19/2024 17:26,,,TRUE,0,TRUE,,Deal_3bf9625b,20000,,20000,,0,,3/7/2024 12:43,,,11/5/2024 9:31,,Closed Lost,New
0,"Running Contact center Ops, ballpark 15-20 agents ...",3863:29:05,,160,,8/15/2024 11:19,Event,,,,,,Sales Pipeline,17904955520,Not forecasted,,Associated_5c7bbbdc,Deal_17defa5f,,1,3600,,,0,Associated_5c7bbbdc,FALSE,,,8/13/2024 11:23,,,TRUE,0,TRUE,,Deal_2c181825,3600,,3600,,0,,3/7/2024 10:50,,,12/18/2024 16:56,,Closed Lost,New
0,60-day trial against current vendor (zenarate),184:04:38,,249,,11/11/2024 12:43,Event,,,,,5810:38:12,Sales Pipeline,17891674183,Not forecasted,Offline Sources,Associated_95fba57c,Deal_3d3dc242,,1,0,,,0,Associated_95fba57c,FALSE,,,10/25/2024 8:15,,,TRUE,0,TRUE,,Deal_054209e6,0,,0,,0,,3/6/2024 18:00,,,11/11/2024 12:51,,Closed Lost,New
380000,Training and Coaching,0:00:19,,102,,6/17/2024 9:42,Referral Partner,1848:27:56,,,,614:14:53,Sales Pipeline,17891673997,Closed won,Offline Sources,Associated_19af168e,Deal_3d3dc242,,1,380000,,,1,Associated_19af168e,TRUE,,,7/18/2024 13:24,,4/8/2024,FALSE,380000,TRUE,5/8/2024,Deal_8b3fd4e0,380000,0:00:44,380000,,0,,3/6/2024 17:58,,,2/18/2025 15:59,,Closed Won,New
12000,Renewal,,,322,,1/22/2025 14:17,SymTrain EE name,,,,,,Sales Pipeline,17887715615,Closed won,Offline Sources,Associated_67d87cec,Deal_3cf008ff,,1,12000,,,1,Associated_67d87cec,TRUE,,,12/18/2024 13:27,,,FALSE,12000,TRUE,,Deal_79cef088,12000,,12000,,0,4228:06:44,3/6/2024 11:46,,,1/22/2025 14:18,,Closed Won,Renewal
0,CEO has 170 agents. Pain is cost to hire train and...,3853:18:42,,160,,8/13/2024 10:34,Social Media,,,,,,Sales Pipeline,17877535399,Not forecasted,Offline Sources,Associated_0abc6455,Deal_17defa5f,,1,15000,,,0,Associated_0abc6455,FALSE,,,8/13/2024 10:32,,,TRUE,0,TRUE,,Deal_a66c613a,15000,,15000,,0,,3/5/2024 20:15,,,12/16/2024 14:07,,Closed Lost,New
0,referral program opportunity,356:37:57,,51,,4/26/2024 15:23,Event,,,,,890:47:18,Sales Pipeline,17874320388,Not forecasted,Offline Sources,Associated_da884e18,Deal_b477f4e6,,1,12000,,,0,Associated_da884e18,FALSE,,,4/22/2024 10:33,,,TRUE,0,TRUE,,Deal_a5f1787b,12000,,12000,,0,,3/5/2024 14:57,,,4/26/2024 15:23,,Closed Lost,New
0,Renewal,,,167,,8/6/2024 9:33,Event,,,,,,Sales Pipeline,17634649483,Not forecasted,Offline Sources,Associated_33af9cf7,Deal_3d3dc242,,1,0,,,0,Associated_33af9cf7,FALSE,,,10/22/2024 9:29,,,TRUE,0,TRUE,,Deal_45851824,0,,0,,0,166:22:13,2/20/2024 10:20,,,10/29/2024 15:41,,Closed Lost,Renewal
8640,End to end lifecycle,0:00:21,,78,,5/8/2024 9:18,Customer Referral - Other,,,,,,Sales Pipeline,17618748967,Closed won,Direct Traffic,Associated_d5d73b63,Deal_3d3dc242,,1,8640,,,1,Associated_d5d73b63,TRUE,,5/1/2025,5/8/2024 9:26,,,FALSE,8640,TRUE,,Deal_d5d73b63,8640,,8640,352:25:29,0,,2/19/2024 10:11,1541:40:19,,9/19/2024 18:59,,Closed Won,New
0,"70 seats , voice and visual",3735:58:47,,155,,7/19/2024 9:35,Event,,,,,,Sales Pipeline,17528652412,Not forecasted,Offline Sources,Associated_59133a58,Deal_3d3dc242,,1,12600,,,0,Associated_59133a58,FALSE,,,7/17/2024 13:00,,,TRUE,0,TRUE,,Deal_2b08856c,12600,,12600,,0,,2/14/2024 16:36,,,7/19/2024 9:35,,Closed Lost,New
0,"Onboarding Ongoing coaching, focused both on Voice...",356:55:05,,14,,2/29/2024 13:01,PAM,,,,,,Sales Pipeline,17528360813,Not forecasted,Direct Traffic,Associated_ac25ecf7,Deal_b477f4e6,,1,10800,,,0,Associated_ac25ecf7,FALSE,,,2/29/2024 10:30,,,TRUE,0,TRUE,,Deal_ba286d6a,10800,,10800,,0,,2/14/2024 16:05,,,5/1/2024 7:16,,Closed Lost,New
5400,training use case to start,1360:19:55,,405,3,3/26/2025 12:32,Referral Partner,,,,,,Sales Pipeline,17528464942,Best case,Offline Sources,Associated_566ccc9b,Deal_066bf106,,0,27000,,,0.2,Associated_566ccc9b,FALSE,,,1/24/2025 8:14,,,FALSE,5400,FALSE,,Deal_ca3691d2,27000,,27000,,1,,2/14/2024 15:55,,,1/24/2025 8:20,,Deep Dive. PSP Drafted,New
0,10 agents,27:12:24,,32,,3/18/2024 11:21,Other,,,,,,Sales Pipeline,17518537382,Not forecasted,Offline Sources,Associated_df3b05c1,Deal_7f70cd0e,,1,3600,,,0,Associated_df3b05c1,FALSE,,,3/5/2024 16:43,,,TRUE,0,TRUE,,Deal_992d558d,3600,,3600,,0,,2/14/2024 11:09,763:59:11,,12/18/2024 13:25,,Closed Lost,New
0,BPO,812:49:06,,361,,2/5/2025 11:59,Referral Partner,,,,,7873:53:44,Sales Pipeline,17449503780,Not forecasted,Offline Sources,Associated_5981f475,Deal_3d3dc242,,1,66000,,,0,Associated_5981f475,FALSE,,,10/8/2024 11:27,,,TRUE,0,TRUE,,Deal_e5c2847a,66000,,66000,,0,,2/9/2024 13:15,,,2/5/2025 11:59,,Closed Lost,New
0,Partner Marketplace and Silver Plan,126:57:51,,370,,2/13/2025 13:17,SymTrain EE name,,,,,8757:26:48,Sales Pipeline,17445956470,Not forecasted,Offline Sources,Associated_2d4ec455,Deal_86a875eb,,1,66000,,,0,Associated_2d4ec455,FALSE,,,1/26/2025 18:30,,,TRUE,0,TRUE,,Deal_499a743f,66000,,66000,,0,,2/9/2024 8:52,,,2/13/2025 13:17,,Closed Lost,New
9000,Sales / Tracfone,500:52:07,,441,6,4/18/2025 14:36,SymTrain EE name,,,,,1201:57:31,Sales Pipeline,17304537772,Commit,Offline Sources,Associated_62de7212,Deal_3d3dc242,,0,15000,,,0.6,Associated_9df8174a,FALSE,,,1/3/2025 15:41,,,FALSE,9000,FALSE,,Deal_fd517131,15000,,15000,,1,,2/1/2024 16:46,2857:12:11,,1/15/2025 17:16,,Negotiation,New
0,The program focuses on scheduling (Patient Access)...,,,189,,8/1/2024 14:19,Referral Partner,,,,,,Sales Pipeline,17158807082,Not forecasted,Offline Sources,Associated_b24cdfba,Deal_17defa5f,,1,2700,,,0,Associated_b24cdfba,FALSE,,,7/20/2024 22:50,,2/1/2024,TRUE,0,TRUE,3/1/2024,Deal_be41e8dd,2700,,2700,,0,,1/25/2024 12:56,4536:22:18,,8/1/2024 14:19,,Closed Lost,New
0,"Healthcare industry, 20 new agents per month, NDA ...",860:57:37,,230,,9/5/2024 14:12,SymTrain EE name,,,,,,Sales Pipeline,17028928942,Not forecasted,Offline Sources,Associated_67ece55d,Deal_3d3dc242,,1,7200,,,0,Associated_67ece55d,FALSE,,,3/26/2024 15:30,,,TRUE,0,TRUE,,Deal_8ec52659,7200,,7200,,0,,1/18/2024 14:49,4681:24:56,,2/12/2025 15:07,,Closed Lost,New
0,"reduce onboarding and nesting time, 100 seats, dis...",,,63,,3/22/2024 12:59,Other,,,,,1533:22:19,Sales Pipeline,17028782009,Not forecasted,Offline Sources,Associated_86a21ce0,Deal_b477f4e6,,1,30000,,,0,Associated_86a21ce0,FALSE,,,5/23/2024 14:31,,,TRUE,0,TRUE,,Deal_c908a237,30000,,30000,,0,,1/18/2024 14:37,,,2/13/2025 13:25,,Closed Lost,New
0,trial submission,48:15:41,,83,,4/11/2024 9:15,PLG,,,,,,Sales Pipeline,17020638329,Not forecasted,Direct Traffic,Associated_b7a3bd0c,Deal_3d3dc242,,1,1080,,,0,Associated_b7a3bd0c,FALSE,,,3/19/2024 9:44,,,TRUE,0,TRUE,,Deal_ff87422d,1080,,1080,,0,,1/18/2024 8:21,1991:45:55,,4/11/2024 9:15,,Closed Lost,New
0,"Telecom industry 200 agents customer service, pain...",1561:02:49,,65,,3/21/2024 11:06,PAM,,,,,,Sales Pipeline,16970826403,Not forecasted,Offline Sources,Associated_b728eedc,Deal_b477f4e6,,1,36000,,,0,Associated_b728eedc,FALSE,,,2/29/2024 13:10,,,TRUE,0,TRUE,,Deal_b01e76da,36000,,36000,,0,,1/16/2024 9:03,,,5/2/2024 12:49,,Closed Lost,New
108000,Renewal,0:27:10,,234,,9/3/2024 9:38,Other,,,,,,Sales Pipeline,16913145882,Closed won,Offline Sources,Associated_99580638,Deal_1255256f,,1,108000,,,1,Associated_99580638,TRUE,,,8/18/2024 16:37,,,FALSE,108000,TRUE,,Deal_142df158,108000,,108000,,0,838:27:40,1/12/2024 16:14,,,2/19/2025 10:45,,Closed Won,Growth
0,Renewal,0:30:18,,248,,9/17/2024 13:48,Other,,,,,,Sales Pipeline,16913230613,Not forecasted,Offline Sources,Associated_6d482c74,Deal_3cf008ff,,1,0,,,0,Associated_6d482c74,FALSE,,,8/18/2024 16:37,,,TRUE,0,TRUE,,Deal_5a37222d,0,,0,,0,1178:38:08,1/12/2024 16:11,,,9/17/2024 13:49,,Closed Lost,Renewal
0,Renewal,0:32:48,,249,,9/18/2024 14:46,Other,,,,,,Sales Pipeline,16913145261,Not forecasted,Offline Sources,Associated_fa6048e6,Deal_b7ff96bb,,1,0,,,0,Associated_fa6048e6,FALSE,,,8/18/2024 16:37,,,TRUE,0,TRUE,,Deal_eb719fd6,0,,0,,0,1203:36:04,1/12/2024 16:09,,,9/19/2024 19:00,,Closed Lost,Renewal
30000,renewal,0:36:17,,222,,8/22/2024 16:29,Other,,,,,,Sales Pipeline,16913144981,Closed won,Offline Sources,Associated_f62b3a08,,,1,30000,,,1,Associated_f62b3a08,TRUE,,,8/18/2024 16:37,,,FALSE,30000,TRUE,,Deal_0da5c1b4,30000,,30000,,0,557:18:53,1/12/2024 16:06,,,1/14/2025 17:11,,Closed Won,Renewal
0,Renewal,0:39:47,,248,,9/17/2024 13:48,Other,,,,,,Sales Pipeline,16913229846,Not forecasted,Offline Sources,Associated_6d482c74,Deal_3cf008ff,,1,0,,,0,Associated_6d482c74,FALSE,,,8/18/2024 16:37,,,TRUE,0,TRUE,,Deal_d2f3e744,0,,0,,0,1178:37:52,1/12/2024 16:03,,,9/17/2024 13:49,,Closed Lost,Renewal
0,Renewal,0:45:42,,377,,1/24/2025 9:03,Other,,,,,,Sales Pipeline,16913143986,Not forecasted,Offline Sources,Associated_ced7599c,Deal_3cf008ff,,1,0,,,0,Associated_ced7599c,FALSE,,,11/27/2024 10:02,,,TRUE,0,TRUE,,Deal_572a13ac,0,,0,,0,3770:53:06,1/12/2024 15:58,499:59:07,,1/24/2025 9:03,,Closed Lost,Renewal
18000,Renewal,0:48:36,,353,,12/31/2024 11:51,Other,,,,,,Sales Pipeline,16913186570,Closed won,Offline Sources,Associated_50618d32,Deal_3cf008ff,,1,18000,,,1,Associated_50618d32,TRUE,,,10/3/2024 10:25,,,FALSE,18000,TRUE,,Deal_4cf01780,18000,,18000,,0,3362:32:41,1/12/2024 15:56,408:19:28,,2/13/2025 14:21,,Closed Won,Renewal
0,renewal,0:55:19,,360,,1/6/2025 19:32,Other,,,,,,Sales Pipeline,16913142871,Not forecasted,Offline Sources,Associated_d5877754,Deal_b7ff96bb,,1,0,,,0,Associated_d5877754,FALSE,,,12/30/2024 13:38,,,TRUE,0,TRUE,,Deal_b8f7c91b,0,,0,,0,3849:21:23,1/12/2024 15:49,,,1/6/2025 19:32,,Closed Lost,Renewal
0,Renewal,0:58:39,,201,37,8/1/2024 15:45,Other,,,,,,Sales Pipeline,16913185376,Pipeline,Offline Sources,Associated_60459aba,Deal_b7ff96bb,,0,0,,,0.8,Associated_60459aba,FALSE,,,2/20/2025 10:04,,,FALSE,0,FALSE,,Deal_fd5589b3,0,,0,,1,,1/12/2024 15:46,,,2/20/2025 11:05,,Renewals ,Renewal
0,Renewal,1:03:16,,626,,9/30/2025 9:23,Other,,,,,,Sales Pipeline,16913141908,Not forecasted,Offline Sources,Associated_55ec95d2,Deal_3cf008ff,,1,37500,,,0,Associated_55ec95d2,FALSE,,,8/3/2024 12:04,,,TRUE,0,TRUE,,Deal_d45b3e82,37500,,37500,,0,557:19:58,1/12/2024 15:42,,,2/11/2025 6:32,,Closed Lost,Renewal
45000,Renewal,1:11:25,,338,,12/16/2024 7:37,Other,,,,,,Sales Pipeline,16913001315,Closed won,Offline Sources,Associated_7059f1f6,Deal_3cf008ff,,1,45000,,,1,Associated_7059f1f6,TRUE,,,10/4/2024 8:53,,,FALSE,45000,TRUE,,Deal_b496ded4,45000,,45000,,0,3333:26:35,1/12/2024 15:34,,,1/29/2025 14:43,,Closed Won,Renewal
5400,Renewal,,,312,,11/20/2024 7:30,Other,,,,,,Sales Pipeline,16912814241,Closed won,Organic Search,Associated_c9217335,Deal_3cf008ff,,1,5400,,,1,Associated_c9217335,TRUE,,,12/2/2024 12:15,,,FALSE,5400,TRUE,,Deal_8847d2aa,5400,,5400,,0,2709:17:16,1/12/2024 15:31,,,12/2/2024 12:15,,Closed Won,Renewal
6000,Renewal,1:18:45,,299,,11/7/2024 9:51,Other,,,,,,Sales Pipeline,16913000464,Closed won,Direct Traffic,,Deal_3cf008ff,,1,6000,,,1,,TRUE,,,10/30/2024 15:00,,,FALSE,6000,TRUE,,Deal_6bba3575,6000,,6000,,0,2399:41:10,1/12/2024 15:27,,,11/27/2024 8:50,,Closed Won,Renewal
0,cut down training time from 12 weeks.,126:36:37,,153,,6/13/2024 14:15,SymTrain EE name,,,,,3547:22:55,Sales Pipeline,16909950888,Not forecasted,Offline Sources,Associated_76a25b85,Deal_3d3dc242,,1,30000,,,0,Associated_76a25b85,FALSE,,,1/29/2024 15:50,,,TRUE,0,TRUE,,Deal_f22ba9b9,30000,,30000,,0,,1/12/2024 11:15,,,9/3/2024 10:44,,Closed Lost,New
0,TAFS sister company,5085:58:48,,254,,9/23/2024 7:48,Customer Referral - Other,,,,,1029:35:01,Sales Pipeline,16909950725,Not forecasted,Offline Sources,Associated_a5f2dd41,Deal_3d3dc242,,1,15000,,,0,Associated_a5f2dd41,FALSE,,,1/15/2024 14:15,,,TRUE,0,TRUE,,Deal_a5f2dd41,15000,,15000,,0,,1/12/2024 11:14,,,9/23/2024 7:48,,Closed Lost,New
15000,Renewal,24:04:43,,214,,8/13/2024 12:15,Other,,,,,,Sales Pipeline,16897802586,Closed won,Offline Sources,Associated_5c625991,Deal_3cf008ff,,1,15000,,,1,Associated_5c625991,TRUE,,,2/29/2024 11:20,,,FALSE,15000,TRUE,,Deal_6541576c,15000,,15000,,0,337:04:33,1/11/2024 16:41,,,11/15/2024 12:24,,Closed Won,Renewal
0,Renewal,24:06:59,,223,,8/22/2024 16:31,Other,,,,,,Sales Pipeline,16897887630,Not forecasted,Direct Traffic,Associated_0172e8dc,Deal_b7ff96bb,,1,0,,,0,Associated_0172e8dc,FALSE,,,2/6/2024 16:56,,,TRUE,0,TRUE,,Deal_957ee9ad,0,,0,,0,557:20:38,1/11/2024 16:39,,,9/19/2024 19:02,,Closed Lost,Renewal
17712,Renewal,24:10:10,,214,,8/13/2024 12:10,Other,,,,,,Sales Pipeline,16897801878,Closed won,Organic Search,Associated_bcd8dc22,Deal_3cf008ff,,1,17712,,,1,Associated_bcd8dc22,TRUE,,,8/6/2024 11:56,,,FALSE,17712,TRUE,,Deal_7f5218db,17712,,17712,,0,337:00:05,1/11/2024 16:36,,,1/30/2025 14:04,,Closed Won,Renewal
30000,renewal,24:14:29,,230,,8/29/2024 9:38,Other,,,,,,Sales Pipeline,16897886791,Closed won,Offline Sources,Associated_133e939d,Deal_3cf008ff,,1,30000,,,1,Associated_133e939d,TRUE,,,1/9/2025 11:04,,,FALSE,30000,TRUE,,Deal_e6765c1f,30000,,30000,,0,718:27:51,1/11/2024 16:32,,,1/9/2025 11:05,,Closed Won,Renewal
0,2024 Renewal,,,200,,7/30/2024 11:11,Other,,,,,,Sales Pipeline,16897886068,Not forecasted,Offline Sources,Associated_98016eea,Deal_b7ff96bb,,1,0,,,0,Associated_98016eea,FALSE,,,3/1/2024 19:11,,,TRUE,0,TRUE,,Deal_66a8a1d8,0,,0,,0,0:00:31,1/11/2024 16:27,,,12/18/2024 16:47,,Closed Lost,Renewal
0,Renewal,,,223,,8/22/2024 16:32,Other,,,,,,Sales Pipeline,16897800343,Not forecasted,Offline Sources,Associated_ef481971,Deal_3cf008ff,,1,15600,,,0,Associated_ef481971,FALSE,,,,,,TRUE,0,TRUE,,Deal_55c92133,15600,,15600,,0,557:21:33,1/11/2024 16:24,,,9/19/2024 8:39,,Closed Lost,Renewal
2250,Expand use of SymTrain from small starter group to...,1323:45:39,,107,,4/26/2024 15:37,Customer Referral CSM,,,,,,Sales Pipeline,16883544924,Closed won,Offline Sources,Associated_60459aba,Deal_3d3dc242,,1,2250,,,1,Associated_60459aba,TRUE,,,10/17/2024 11:21,,,FALSE,2250,TRUE,,Deal_e8ed88ab,2250,,2250,281:03:26,0,,1/10/2024 13:55,963:52:08,,12/23/2024 10:25,,Closed Won,Growth
0,"102 agents for voice, chat and portal support in I...",4036:42:55,,168,,6/21/2024 13:07,SymTrain EE name,,,,,,Sales Pipeline,16818375024,Not forecasted,Offline Sources,Associated_ce13149e,Deal_3d3dc242,,1,24000,,,0,Associated_ce13149e,FALSE,,,5/1/2024 7:00,,,TRUE,0,TRUE,,Deal_99494cc3,24000,,24000,,0,,1/5/2024 7:22,,,6/21/2024 13:07,,Closed Lost,New
10800,50 users to start. Contract post - trial,0:08:37,,456,19,4/4/2025 17:07,SymTrain EE name,,,,,353:40:36,Sales Pipeline,16809646512,Commit,Offline Sources,Associated_6e310aa8,Deal_3d3dc242,,0,18000,,,0.6,Associated_6e310aa8,FALSE,,,2/14/2025 9:45,,,FALSE,10800,FALSE,,Deal_6e310aa8,18000,,18000,,1,,1/4/2024 14:39,263:20:26,,2/14/2025 10:25,,Negotiation,New
0,"6,000 FTE for training to start.",291:04:17,,405,,2/5/2025 11:58,SymTrain EE name,,,,,9452:22:33,Sales Pipeline,16701688672,Not forecasted,Offline Sources,Associated_1372fcab,Deal_3d3dc242,,1,132000,,,0,Associated_1372fcab,FALSE,,,10/28/2024 14:42,,,TRUE,0,TRUE,,Deal_1779cd53,132000,,132000,,0,,12/27/2023 12:31,,,2/5/2025 11:59,,Closed Lost,New
